V2,V7,V8,V9,V10,gid,project,psid,PID,K2,wave,gc,term,lang,hilow,incent,Q_Language,cguess,Q_TotalDuration,med,Q19_1,D1,D2,D3,Q1,Q2,Q8,Q5,Q6,Q7,Q9,Quiz.1.Correct,Quiz.2.Correct,Quiz.3.Correct,Quiz.4.Correct,Quiz.5.Correct,Quiz.6.Correct,Q10_1,Q12,Q18_1,Q13,Q14,Q15#1_1,Q15#1_2,Q15#1_3,Q15#1_4,Q15#1_5,Q15#1_6,Q15#1_7,Q15#1_8,Q15#1_9,Q15#1_10,Q15#1_11,Q15#1_12,Q15#1_13,Q15#1_14,Q15#1_15,Q16,Q22,Q23,Q24,Q27,Q29,Q28,Q31,Q29,Q30,Q32_1,Q32_2,Q32_3,Q32_4,DO-BR-FL_180,DO-BR-FL_169,DO-BR-FL_183,DO-BR-FL_23,DO-BR-FL_186,DO-BR-FL_31,DO-BR-FL_189,DO-BR-FL_47,DO-BR-FL_192,DO-BR-FL_43,DO-BR-FL_195,DO-BR-FL_39,DO-BR-FL_198,DO-BR-FL_35,DO-BR-FL_19,DO-BR-FL_8,DO-BR-FL_263,DO-BR-FL_254,DO-BR-FL_236,DO-BR-FL_227,DO-BR-FL_160,DO-BR-FL_150,DO-BR-FL_130,DO-BR-FL_120,DO-BR-FL_100,DO-BR-FL_89,DO-Q-Q15,LocationAccuracy
Default Response Set,0,07/08/2015 16:31,07/08/2015 16:32,1,KR200062,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 16:26,07/08/2015 16:32,1,UK200063,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Portugal,380,{Invalid Expression},1,2,6,183,1,wagner,stephanie,,,6,,0,1,0,0,0,0,1,1,1,1,2,4,4,2,3,3,4,2,4,4,4,4,4,4,4,3,60,,British,3,1,5,800,1,1,1,2,2,2,2,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_21,FL_12,,,,,,,,,,,5|12|3|6|9|15|7|11|1|4|10|8|14|13|2,-1
Default Response Set,0,07/08/2015 16:26,07/08/2015 16:32,1,UK200064,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Denmark,390,{Invalid Expression},1,1,6,183,1,chopan,linda,steve nicks,1877,4,jacksonville,0,0,0,0,0,0,1,1,1,1,1,4,3,3,1,3,4,4,3,4,4,4,3,3,3,3,100,,british,3,2,3,800,4,2,1,1,2,2,2,,,,,FL_187,Quiz|Coin flip,,,,,,,,,FL_21,FL_14,,,,,,,,,,,1|14|10|6|3|9|12|5|8|13|4|11|15|2|7,-1
Default Response Set,0,07/08/2015 16:32,07/08/2015 16:33,1,ZA200033,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 16:27,07/08/2015 16:33,1,ZA200029,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Argentina,350,{Invalid Expression},1,2,5,160,1,n,,,,,,0,0,0,0,0,0,1,1,1,1,1,4,4,2,2,4,4,4,3,3,4,4,4,4,2,3,50,,South African,3,2,3,12300,3,1,2,2,2,2,2,,,,,,,,,,,,,FL_200,Quiz|Coin flip,FL_21,FL_13,,,,,,,,,,,7|15|4|13|1|2|14|11|10|3|5|8|9|12|6,-1
Default Response Set,0,07/08/2015 16:22,07/08/2015 16:33,1,IN200047,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,South Africa,670,{Invalid Expression},1,2,3,78,1,Beethovan,Stefani Joanne Angelina Germonotta,Aaron Burckhard,"August 22 , 1862",3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,4,3,3,4,4,4,2,4,3,4,80,,INDIAN,2,2,1,40000,2,7,2,2,2,1,1,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_15,,,,,,,,,,,12|14|1|11|2|9|3|8|6|10|4|13|5|15|7,-1
Default Response Set,0,07/08/2015 16:20,07/08/2015 16:33,1,PT200069,Qual12-1114CountriesUKUS,,,,2,1,,PT,5,yes,PT,Reino Unido da Grã-Bretanha e Irlanda do Norte,800,{Expressão inválida},1,2,3,137,1,Ludwing  Van Beethoven,Stefani  Joanne Angeline Germanotta,Dave Grohl,22 de Agosto de 1862.,3,Indiana,1,1,1,1,1,0,1,1,1,1,2,1,4,1,2,2,1,3,1,2,1,1,2,1,1,2,80,1,Portuguesa,2,1,1,10,2,7,2,2,2,2,2,,,,,,,FL_190,Quiz|Coin flip,,,,,,,FL_20,,,,FL_239,,,,,,,,8|10|13|4|7|9|6|12|15|1|3|14|5|2|11,-1
Default Response Set,0,07/08/2015 16:25,07/08/2015 16:33,1,PT200076,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,PT,,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 16:25,07/08/2015 16:34,1,ZA200027,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Portugal,549,{Invalid Expression},1,2,6,160,1,,,,,,,0,0,0,0,0,0,1,1,1,1,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,75,1,South African/English,3,2,4,8000,3,4,2,2,2,2,2,,,,,,,,,,,,,FL_199,Coin flip|Quiz,FL_20,FL_12,,,,,,,,,,,9|6|8|12|2|3|4|14|1|5|11|15|13|10|7,-1
Default Response Set,0,07/08/2015 16:14,07/08/2015 16:34,1,KR200012,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,인도,1161,{유효하지 않은 수식},1,2,4,139,1,베토벤,stefani joanne angelina germanotta,데이브 그롤,1862,2개,"게리, 인디애나 주",1,1,1,1,0,1,1,1,1,1,1,3,3,3,2,3,3,3,3,3,4,3,4,3,3,3,50,1,대한민국,2,1,1,299만원,2,7,2,2,2,2,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_228,,,,,,,11|3|1|14|9|13|5|4|12|7|15|2|8|6|10,-1
Default Response Set,0,07/08/2015 16:27,07/08/2015 16:34,1,PT200079,Qual12-1114CountriesUKUS,,,,2,1,,PT,5,yes,PT,Dinamarca,381,{Expressão inválida},1,1,5,137,1,Beethoven,,,,4,,1,0,0,0,0,0,1,1,1,1,1,4,4,4,1,4,4,5,4,4,4,4,5,4,3,4,50,1,portugal,2,2,3,1100,2,7,2,2,2,1,2,,,,,,,FL_190,Quiz|Coin flip,,,,,,,FL_20,,,,FL_242,,,,,,,,4|3|8|5|7|14|12|9|2|1|13|6|11|10|15,-1
Default Response Set,0,07/08/2015 16:34,07/08/2015 16:34,1,UK200071,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 16:30,07/08/2015 16:35,1,UK200067,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Argentina,288,{Invalid Expression},1,2,5,183,1,No idea,No idea,No idea,No idea,No idea,No idea,0,0,0,0,0,0,1,1,1,1,2,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,50,1,English,3,2,2,,4,3,1,2,2,2,2,,,,,FL_187,Coin flip|Quiz,,,,,,,,,FL_20,FL_13,,,,,,,,,,,9|7|15|5|3|2|6|11|14|12|13|1|10|4|8,-1
Default Response Set,0,07/08/2015 16:19,07/08/2015 16:35,1,ZA200020,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,United Kingdom of Great Britain and Northern Ireland,966,{Invalid Expression},1,2,6,160,1,Bach,Stefani Joanne Angelina Germonatta,Don't know,in the 1800,12,Indiana,0,1,0,0,0,0,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,3,2,4,1,55,1,rsa,2,5,3,prefer not to say,1,4,2,2,2,2,2,,,,,,,,,,,,,FL_200,Quiz|Coin flip,FL_20,FL_9,,,,,,,,,,,12|11|15|6|7|4|13|5|1|3|14|9|8|2|10,-1
Default Response Set,0,07/08/2015 16:24,07/08/2015 16:35,1,UK200059,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Republic of Korea,674,{Invalid Expression},1,2,3,183,1,Ludwig Nohl,Stefani Joanne Angelina,Dave Grohl,1862,3 valves,"Gary, Indiana US",0,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,100,,English,3,1,1,1200,3,7,2,2,2,2,2,,,,,FL_188,Quiz|Coin flip,,,,,,,,,FL_21,FL_11,,,,,,,,,,,8|15|1|9|4|14|7|12|10|11|5|2|6|13|3,-1
Default Response Set,0,07/08/2015 16:21,07/08/2015 16:35,1,PT200072,Qual12-1114CountriesUKUS,,,,2,1,,PT,5,yes,PT,República da Coreia,858,{Expressão inválida},1,1,5,137,1,Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohi,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,50,1,Portuguesa,2,4,3,"48,000€",1,7,2,2,2,2,2,,,,,,,FL_190,Coin flip|Quiz,,,,,,,FL_20,,,,FL_238,,,,,,,,4|6|8|15|11|5|9|12|14|3|1|10|13|2|7,-1
Default Response Set,0,07/08/2015 16:23,07/08/2015 16:35,1,AR200094,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,no,ES,Portugal,729,{Expresión no válida},1,1,3,7,1,Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,4,"Gary, Indiana",1,1,1,1,0,1,1,1,1,1,2,4,4,2,1,3,4,2,3,4,4,3,3,4,3,4,75,,Argentina,2,1,3,10000,2,8,1,2,2,1,2,,,,,,,,,FL_193,Coin flip|Quiz,,,,,FL_21,,,FL_258,,,,,,,,,3|7|10|13|12|8|15|4|11|14|2|9|5|6|1,-1
Default Response Set,0,07/08/2015 16:36,07/08/2015 16:36,1,PT200085,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,PT,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 15:59,07/08/2015 16:36,1,UK200021,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,United Kingdom of Great Britain and Northern Ireland,2225,{Invalid Expression},1,2,5,183,1,Mozart,Theresa,Clarke keny,1948,Three,Mitchagan ohio,0,0,0,0,1,0,1,1,1,1,2,4,4,4,2,2,4,3,4,4,4,4,3,4,4,3,75,1,British,2,2,3,600,3,1,2,2,2,2,2,,,,,FL_187,Coin flip|Quiz,,,,,,,,,FL_20,FL_9,,,,,,,,,,,7|13|4|14|8|12|15|2|9|11|3|5|10|1|6,-1
Default Response Set,0,07/08/2015 16:25,07/08/2015 16:36,1,KR200061,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,대한민국,624,{유효하지 않은 수식},1,2,3,139,1,베토벤,스테파니,데이브 그롤,1862,20,인디애나주,1,1,1,1,0,0,1,1,1,1,1,4,4,4,3,2,4,4,4,3,4,3,3,3,3,3,50,,한국,1,2,2,5000000,1,7,2,2,2,1,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_21,,,,,FL_229,,,,,,,8|10|2|3|6|1|4|5|12|11|15|14|13|7|9,-1
Default Response Set,0,07/08/2015 16:15,07/08/2015 16:36,1,KR200057,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,아르헨티나,1266,{유효하지 않은 수식},1,2,5,139,1,베토벤,스테파니 조엔 안젤리나,데이브 그럴,1862년,4,미국 인디애나주,1,1,0,1,0,0,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,1,한국,2,2,3,300만원,2,7,1,2,2,2,2,,,FL_184,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_232,,,,,,,4|8|2|10|6|14|13|11|3|7|15|12|1|9|5,-1
Default Response Set,0,07/08/2015 16:33,07/08/2015 16:36,1,IN200053,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,India,190,{Invalid Expression},1,1,3,78,1,,,,,,,0,0,0,0,0,0,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,55,,indian,2,1,1,300000,2,7,2,2,2,1,1,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_10,,,,,,,,,,,11|12|2|5|13|9|6|7|8|10|14|1|15|3|4,-1
Default Response Set,0,07/08/2015 16:36,07/08/2015 16:36,1,KR200064,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 16:28,07/08/2015 16:37,1,IN200051,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Denmark,538,{Invalid Expression},1,1,4,78,1,DONT KNOW,DONT KNOW,DONT KNOW,,DONT KNOW,DONT KNOW,0,0,0,0,0,0,1,1,1,1,1,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,50,1,INDIAN,2,2,1,80000,2,7,2,2,2,1,2,FL_181,Coin flip|Quiz,,,,,,,,,,,,,FL_20,FL_14,,,,,,,,,,,2|13|8|14|5|6|7|4|9|15|3|12|1|10|11,-1
Default Response Set,0,07/08/2015 16:24,07/08/2015 16:37,1,PT200075,Qual12-1114CountriesUKUS,,,,2,1,,PT,5,yes,EN,Republic of Korea,731,{Invalid Expression},1,1,3,137,1,Ludwig Van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,three,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,2,4,4,2,3,3,3,4,4,4,3,3,4,4,2,3,50,1,Portuguese,2,1,1,not saying,2,7,2,2,2,2,2,,,,,,,FL_190,Coin flip|Quiz,,,,,,,FL_20,FL_11,,,,,,,,,,,3|9|14|8|4|2|13|10|5|11|6|7|1|15|12,-1
Default Response Set,0,07/08/2015 16:28,07/08/2015 16:37,1,AR200098,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,yes,ES,Reino Unido de Gran Bretaña e Irlanda del Norte,506,{Expresión no válida},1,2,4,7,1,Beethoven,Stefani Joanne Angelina Germanotta,David Grohl,1862,3,Los Angeles,1,1,1,1,1,0,1,1,1,1,1,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,80,1,Argentina,1,1,1,$10.00,1,5,1,2,2,2,2,,,,,,,,,FL_194,Quiz|Coin flip,,,,,FL_20,,,FL_257,,,,,,,,,13|1|9|3|8|7|11|4|12|10|14|15|5|2|6,-1
Default Response Set,0,07/08/2015 16:23,07/08/2015 16:37,1,ZA200023,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Argentina,863,{Invalid Expression},1,2,3,160,1,ludwig von beethoven,stefani,dave,1862,3,"gary,indiana",1,1,0,1,1,1,1,1,1,1,2,5,1,5,1,5,1,1,1,5,4,5,5,1,1,1,10,1,south african,2,2,3,-5000,1,8,2,2,2,1,2,,,,,,,,,,,,,FL_200,Quiz|Coin flip,FL_20,FL_13,,,,,,,,,,,2|15|12|10|13|1|9|3|6|8|5|11|7|14|4,-1
Default Response Set,0,07/08/2015 16:32,07/08/2015 16:37,1,UK200070,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Portugal,301,{Invalid Expression},1,2,5,183,1,x,xx,x,x,4,x,0,0,0,0,0,0,1,1,1,1,2,4,4,2,3,4,3,4,4,4,4,4,4,4,4,4,90,,British,3,2,1,2000,4,8,2,2,2,2,2,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_21,FL_12,,,,,,,,,,,3|4|13|1|11|14|8|5|7|10|9|2|12|15|6,-1
Default Response Set,0,07/08/2015 16:29,07/08/2015 16:37,1,ZA200032,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,South Africa,468,{Invalid Expression},1,1,6,160,1,Dont know,Dont know,Downt know,Dontknow,Dont kjow,Dont know,0,0,0,0,0,0,1,1,1,1,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,45,,Sa,1,2,3,10000,1,1,2,2,2,2,2,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_21,FL_15,,,,,,,,,,,1|4|7|2|14|8|3|11|15|13|5|6|9|10|12,-1
Default Response Set,0,07/08/2015 16:27,07/08/2015 16:37,1,PT200078,Qual12-1114CountriesUKUS,,,,2,1,,PT,3,yes,PT,Índia,622,{Expressão inválida},1,2,3,137,1,Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,Não sei,Gary,1,1,1,1,0,1,1,1,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,30,1,Portuguesa,2,1,1,"505,00",3,7,2,2,2,2,2,,,,,,,FL_191,Quiz|Coin flip,,,,,,,FL_20,,,,FL_237,,,,,,,,3|14|5|11|10|9|13|8|15|4|12|2|1|6|7,-1
Default Response Set,0,07/08/2015 16:19,07/08/2015 16:37,1,DK200061,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,EN,India,1098,{Invalid Expression},1,2,3,48,1,Ludwig van Beethoven,Stefani Joanne Angelina,Dave Grohl,1862,6,"Gary, Indiana",1,1,1,1,0,1,1,1,1,1,1,5,4,3,3,5,4,4,4,5,4,5,5,5,3,5,60,,czech,3,1,1,6000 dkk,3,8,2,2,2,1,1,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_21,FL_10,,,,,,,,,,,6|14|7|9|2|3|4|8|1|12|5|13|11|10|15,-1
Default Response Set,0,07/08/2015 16:08,07/08/2015 16:38,1,PT200049,Qual12-1114CountriesUKUS,,,,2,1,,PT,3,no,PT,África Do Sul,1818,{Expressão inválida},1,2,3,137,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,22 de agosto de 1862,três válvulas,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,4,3,4,3,4,2,3,4,3,2,70,,Portuguesa,3,1,1,N/A,3,7,2,2,1,1,2,,,,,,,FL_191,Coin flip|Quiz,,,,,,,FL_21,,,,FL_243,,,,,,,,7|8|2|1|11|12|3|9|13|5|4|10|15|6|14,-1
Default Response Set,0,07/08/2015 16:32,07/08/2015 16:39,1,UK200072,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Denmark,396,{Invalid Expression},1,2,5,183,1,no idea,no idea,no idea,no idea,3,no idea,0,0,0,0,1,0,1,1,1,1,2,4,2,2,2,2,3,5,3,5,4,2,4,4,2,2,0,,British,3,4,3,500,4,3,2,2,2,2,2,,,,,FL_187,Coin flip|Quiz,,,,,,,,,FL_21,FL_14,,,,,,,,,,,7|14|10|2|3|9|15|4|6|11|12|13|5|8|1,-1
Default Response Set,0,07/08/2015 16:17,07/08/2015 16:39,1,AR200096,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,yes,ES,Dinamarca,1316,{Expresión no válida},1,1,4,7,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,22 de Agosto de 1862,4 Valvulas,Ciudad Gary  y estado Indiana,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70,1,Argentina,2,2,2,7000,1,1,2,2,2,2,2,,,,,,,,,FL_194,Coin flip|Quiz,,,,,FL_20,,,FL_260,,,,,,,,,12|1|8|15|9|3|5|4|6|10|14|13|11|7|2,-1
Default Response Set,0,07/08/2015 16:26,07/08/2015 16:39,1,IN200050,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,South Africa,775,{Invalid Expression},1,1,3,78,1,Ludwig van Beethoven,Stefani Joanne,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,73,1,Indian,1,2,2,1200000,1,7,1,2,2,2,2,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_20,FL_15,,,,,,,,,,,7|12|6|5|1|9|3|15|10|13|8|4|11|14|2,-1
Default Response Set,0,07/08/2015 16:29,07/08/2015 16:39,1,AR200099,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,yes,ES,Argentina,600,{Expresión no válida},1,2,4,7,1,beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,4,2,4,4,3,2,2,4,2,4,100,1,argentina,3,3,3,no se,4,7,2,1,2,2,2,,,,,,,,,FL_193,Quiz|Coin flip,,,,,FL_20,,,FL_259,,,,,,,,,14|6|1|13|4|12|10|8|9|11|2|3|5|15|7,-1
Default Response Set,0,07/08/2015 16:27,07/08/2015 16:39,1,UK200066,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,United Kingdom of Great Britain and Northern Ireland,730,{Invalid Expression},1,2,6,183,1,Don't know,Don't know,Don't know,Don't know,Don't know,Dont know,0,0,0,0,0,0,1,1,1,1,1,4,3,4,2,2,3,3,4,4,4,3,2,4,3,2,70,1,Scottish,2,2,3,£1400,3,1,1,2,2,2,2,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_20,FL_9,,,,,,,,,,,9|14|7|6|8|3|1|4|11|2|12|13|10|15|5,-1
Default Response Set,0,07/08/2015 16:36,07/08/2015 16:40,1,DK200068,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,yes,DA,Forenede Kongerige Storbritannien og Nordirland,240,{Invalid Expression},1,2,3,48,1,,,,,,,0,0,0,0,0,0,1,1,1,1,2,4,4,2,3,3,4,3,4,4,4,4,4,4,3,3,80,1,,2,1,1,20000,3,7,1,2,2,2,2,,,,,,,,,,,FL_197,Quiz|Coin flip,,,FL_20,,FL_266,,,,,,,,,,13|14|3|4|5|10|9|12|8|15|6|7|1|11|2,-1
Default Response Set,0,07/08/2015 16:31,07/08/2015 16:40,1,UK200069,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Portugal,534,{Invalid Expression},1,1,6,183,1,dON'T KNOW,dON'T KNOW,dON'T KNOW,dON'T KNOW,dON'T KNOW,dON'T KNOW,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,90,,bRITISH,2,2,1,£2750,3,7,1,2,2,2,2,,,,,FL_188,Quiz|Coin flip,,,,,,,,,FL_21,FL_12,,,,,,,,,,,15|1|6|8|4|3|10|9|13|14|12|7|5|2|11,-1
Default Response Set,0,07/08/2015 16:30,07/08/2015 16:40,1,UK200068,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Argentina,601,{Invalid Expression},1,2,5,183,1,I do not know,I do not know,Dave Grosh,1458,3,I do not know,0,0,0,0,1,0,1,1,1,1,2,4,4,3,2,3,4,4,4,4,4,4,4,5,3,4,90,,British/ Northen Irish,3,2,2,1900,3,4,2,2,2,2,2,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_21,FL_13,,,,,,,,,,,14|4|9|2|3|6|10|12|7|15|13|8|11|5|1,-1
Default Response Set,0,07/08/2015 16:32,07/08/2015 16:41,1,AR200100,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,no,ES,República de Corea,534,{Expresión no válida},1,2,3,7,1,beethoven,stefani,bod mac faden,1973,tres,gary indiana,1,1,1,0,1,1,1,1,1,1,1,4,4,3,2,4,4,4,2,4,4,4,4,4,4,4,55,,argentina,1,2,2,2000,1,1,2,2,2,2,2,,,,,,,,,FL_194,Quiz|Coin flip,,,,,FL_21,,,FL_256,,,,,,,,,13|5|8|3|1|2|10|14|12|6|4|7|9|15|11,-1
Default Response Set,0,07/08/2015 16:33,07/08/2015 16:41,1,ZA200034,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Denmark,511,{Invalid Expression},1,2,6,160,1,Beethoven,Stefani,Kurt Cobain,No idea,No idea,Gary in Indiana,1,1,0,0,0,1,1,1,1,1,1,2,4,4,2,4,4,4,4,4,4,2,4,4,4,4,70,,South African white,2,2,3,150 000,1,1,2,1,2,2,2,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_21,FL_14,,,,,,,,,,,11|3|1|7|6|10|2|13|14|8|15|5|4|9|12,-1
Default Response Set,0,07/08/2015 16:33,07/08/2015 16:41,1,DK200067,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,DA,sydafrika,480,{Invalid Expression},1,2,4,48,1,bethowen,lilly,dave,1877,4,nirvada,1,0,0,0,0,0,1,1,1,1,1,3,3,3,3,4,4,4,3,4,4,3,4,3,3,4,66,,dansk,2,1,5,11800,3,7,2,2,2,2,2,,,,,,,,,,,FL_196,Coin flip|Quiz,,,FL_21,,FL_270,,,,,,,,,,1|2|5|8|14|7|11|4|9|10|12|6|13|3|15,-1
Default Response Set,0,07/08/2015 16:33,07/08/2015 16:42,1,KR200063,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,남아프리카,542,{유효하지 않은 수식},1,1,5,139,1,,,,,,,0,0,0,0,0,0,1,1,1,1,2,3,3,4,2,4,3,4,4,4,3,3,3,4,2,3,50,1,대한민국,2,1,1,250,3,7,1,2,2,2,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_234,,,,,,,8|6|1|3|9|5|13|7|14|15|2|11|4|10|12,-1
Default Response Set,0,07/08/2015 16:36,07/08/2015 16:42,1,KR200065,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,인도,344,{유효하지 않은 수식},1,1,3,139,1,베토벤,Stefani Joanne Angelina Germanotta,데이브 그롤,1862년,모른다,인디애나주,1,1,1,1,0,0,1,1,1,1,2,3,4,4,2,3,4,4,3,3,3,4,4,4,2,2,30,,대한민국,1,2,1,300,2,7,1,2,2,1,1,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_228,,,,,,,3|14|11|12|9|6|13|5|2|4|15|1|10|7|8,-1
Default Response Set,0,07/08/2015 16:34,07/08/2015 16:43,1,PT200083,Qual12-1114CountriesUKUS,,,,2,1,,PT,5,no,PT,Portugal,577,{Expressão inválida},1,2,2,137,1,mozart,stefani germanotta,dave grohl,1862,3,california,0,1,1,1,1,0,1,1,1,1,2,3,3,4,2,3,4,2,4,4,4,3,4,4,3,4,99,,portuguesa,3,1,1,150,3,8,2,2,2,1,2,,,,,,,FL_190,Coin flip|Quiz,,,,,,,FL_21,,,,FL_240,,,,,,,,3|4|9|11|1|2|8|6|13|15|10|7|12|14|5,-1
Default Response Set,0,07/08/2015 16:34,07/08/2015 16:43,1,UK200075,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,India,538,{Invalid Expression},1,2,4,183,1,Beethoven,Linda,Bones,18458(,8,Detroit,1,0,0,0,0,0,1,1,1,1,1,4,4,4,4,3,3,4,5,4,5,3,4,3,2,3,80,1,British,3,1,1,1000,3,7,2,2,1,2,2,,,,,FL_188,Quiz|Coin flip,,,,,,,,,FL_20,FL_10,,,,,,,,,,,2|12|5|15|14|13|8|4|7|3|10|1|11|6|9,-1
